Identifiant PRM;Type de donnees;Date de debut;Date de fin;Grandeur physique;Grandeur metier;Etape metier;Unite;Pas en minutes
2020-06-05T22:30:00+02:00;1342
2020-06-05T23:00:00+02:00;4900
2020-06-05T23:30:00+02:00;5004
2020-06-06T00:00:00+02:00;4900
2020-06-06T00:30:00+02:00;2404
2020-06-06T01:00:00+02:00;1406
2020-06-06T01:30:00+02:00;1400
2020-06-06T02:00:00+02:00;1342
2020-06-06T02:30:00+02:00;2504
2020-06-06T03:00:00+02:00;1422
2020-06-06T03:30:00+02:00;1404
2020-06-06T04:00:00+02:00;944
2020-06-06T04:30:00+02:00;306
2020-06-06T05:00:00+02:00;1550
2020-06-06T05:30:00+02:00;1996
2020-06-06T06:00:00+02:00;1894
2020-06-06T06:30:00+02:00;1376
2020-06-06T07:00:00+02:00;488
2020-06-06T07:30:00+02:00;366
2020-06-06T08:00:00+02:00;606
2020-06-06T08:30:00+02:00;480
2020-06-06T09:00:00+02:00;322
2020-06-06T09:30:00+02:00;336
2020-06-06T10:00:00+02:00;1102
2020-06-06T10:30:00+02:00;1938
2020-06-06T11:00:00+02:00;1988
2020-06-06T11:30:00+02:00;1552
2020-06-06T12:00:00+02:00;410
2020-06-06T12:30:00+02:00;1752
2020-06-06T13:00:00+02:00;2330
2020-06-06T13:30:00+02:00;1858
2020-06-06T14:00:00+02:00;1592
2020-06-06T14:30:00+02:00;1584
2020-06-06T15:00:00+02:00;1554
2020-06-06T15:30:00+02:00;1466
2020-06-06T16:00:00+02:00;1516
2020-06-06T16:30:00+02:00;1612
2020-06-06T17:00:00+02:00;1838
2020-06-06T17:30:00+02:00;1506
2020-06-06T18:00:00+02:00;1430
2020-06-06T18:30:00+02:00;1894
2020-06-06T19:00:00+02:00;1650
2020-06-06T19:30:00+02:00;1826
2020-06-06T20:00:00+02:00;1562
2020-06-06T20:30:00+02:00;1424
2020-06-06T21:00:00+02:00;1318
2020-06-06T21:30:00+02:00;1278
2020-06-06T22:00:00+02:00;1354
2020-06-06T22:30:00+02:00;1280
2020-06-06T23:00:00+02:00;4816
2020-06-06T23:30:00+02:00;4892
2020-06-07T00:00:00+02:00;4828
2020-06-07T00:30:00+02:00;3700
2020-06-07T01:00:00+02:00;1306
2020-06-07T01:30:00+02:00;1342
2020-06-07T02:00:00+02:00;1234
2020-06-07T02:30:00+02:00;2652
2020-06-07T03:00:00+02:00;1362
2020-06-07T03:30:00+02:00;1338
2020-06-07T04:00:00+02:00;2556
2020-06-07T04:30:00+02:00;3646
2020-06-07T05:00:00+02:00;424
2020-06-07T05:30:00+02:00;1824
2020-06-07T06:00:00+02:00;6040
2020-06-07T06:30:00+02:00;3280
2020-06-07T07:00:00+02:00;462
2020-06-07T07:30:00+02:00;788
2020-06-07T08:00:00+02:00;576
2020-06-07T08:30:00+02:00;470
2020-06-07T09:00:00+02:00;396
2020-06-07T09:30:00+02:00;534
2020-06-07T10:00:00+02:00;2364
2020-06-07T10:30:00+02:00;450
2020-06-07T11:00:00+02:00;440
2020-06-07T11:30:00+02:00;898
2020-06-07T12:00:00+02:00;500
2020-06-07T12:30:00+02:00;588
2020-06-07T13:00:00+02:00;3098
2020-06-07T13:30:00+02:00;1514
2020-06-07T14:00:00+02:00;1560
2020-06-07T14:30:00+02:00;1622
2020-06-07T15:00:00+02:00;1572
2020-06-07T15:30:00+02:00;1564
2020-06-07T16:00:00+02:00;1580
2020-06-07T16:30:00+02:00;1574
2020-06-07T17:00:00+02:00;1636
2020-06-07T17:30:00+02:00;1556
2020-06-07T18:00:00+02:00;1754
2020-06-07T18:30:00+02:00;1634
2020-06-07T19:00:00+02:00;1610
2020-06-07T19:30:00+02:00;1558
2020-06-07T20:00:00+02:00;1542
2020-06-07T20:30:00+02:00;1298
2020-06-07T21:00:00+02:00;1296
2020-06-07T21:30:00+02:00;1296
2020-06-07T22:00:00+02:00;1360
2020-06-07T22:30:00+02:00;1266
2020-06-07T23:00:00+02:00;4772
2020-06-07T23:30:00+02:00;4870
2020-06-08T00:00:00+02:00;1554
2020-06-08T00:30:00+02:00;1268
2020-06-08T01:00:00+02:00;1280
2020-06-08T01:30:00+02:00;3232
2020-06-08T02:00:00+02:00;1332
2020-06-08T02:30:00+02:00;1290
2020-06-08T03:00:00+02:00;1270
2020-06-08T03:30:00+02:00;1330
2020-06-08T04:00:00+02:00;2216
2020-06-08T04:30:00+02:00;254
2020-06-08T05:00:00+02:00;258
2020-06-08T05:30:00+02:00;2836
2020-06-08T06:00:00+02:00;4460
2020-06-08T06:30:00+02:00;1942
2020-06-08T07:00:00+02:00;1660
2020-06-08T07:30:00+02:00;582
2020-06-08T08:00:00+02:00;792
2020-06-08T08:30:00+02:00;848
2020-06-08T09:00:00+02:00;1986
2020-06-08T09:30:00+02:00;2142
2020-06-08T10:00:00+02:00;2102
2020-06-08T10:30:00+02:00;1412
2020-06-08T11:00:00+02:00;570
2020-06-08T11:30:00+02:00;384
2020-06-08T12:00:00+02:00;442
2020-06-08T12:30:00+02:00;1596
2020-06-08T13:00:00+02:00;1362
2020-06-08T13:30:00+02:00;3380
2020-06-08T14:00:00+02:00;1502
2020-06-08T14:30:00+02:00;1534
2020-06-08T15:00:00+02:00;1712
2020-06-08T15:30:00+02:00;1638
2020-06-08T16:00:00+02:00;1562
2020-06-08T16:30:00+02:00;1620
2020-06-08T17:00:00+02:00;1574
2020-06-08T17:30:00+02:00;1604
2020-06-08T18:00:00+02:00;1686
2020-06-08T18:30:00+02:00;2650
2020-06-08T19:00:00+02:00;2360
2020-06-08T19:30:00+02:00;2406
2020-06-08T20:00:00+02:00;2246
2020-06-08T20:30:00+02:00;1394
2020-06-08T21:00:00+02:00;1398
2020-06-08T21:30:00+02:00;1382
2020-06-08T22:00:00+02:00;1356
2020-06-08T22:30:00+02:00;1360
2020-06-08T23:00:00+02:00;4910
2020-06-08T23:30:00+02:00;4902
2020-06-09T00:00:00+02:00;4876
2020-06-09T00:30:00+02:00;3790
2020-06-09T01:00:00+02:00;1262
2020-06-09T01:30:00+02:00;1390
2020-06-09T02:00:00+02:00;1292
2020-06-09T02:30:00+02:00;2864
2020-06-09T03:00:00+02:00;1356
2020-06-09T03:30:00+02:00;1282
2020-06-09T04:00:00+02:00;582
2020-06-09T04:30:00+02:00;246
2020-06-09T05:00:00+02:00;1254
2020-06-09T05:30:00+02:00;2926
2020-06-09T06:00:00+02:00;3838
2020-06-09T06:30:00+02:00;2028
2020-06-09T07:00:00+02:00;1206
2020-06-09T07:30:00+02:00;1594
2020-06-09T08:00:00+02:00;800
2020-06-09T08:30:00+02:00;550
2020-06-09T09:00:00+02:00;502
2020-06-09T09:30:00+02:00;392
2020-06-09T10:00:00+02:00;366
2020-06-09T10:30:00+02:00;2226
2020-06-09T11:00:00+02:00;2180
2020-06-09T11:30:00+02:00;2736
2020-06-09T12:00:00+02:00;2142
2020-06-09T12:30:00+02:00;1572
2020-06-09T13:00:00+02:00;2754
2020-06-09T13:30:00+02:00;2152
2020-06-09T14:00:00+02:00;1962
2020-06-09T14:30:00+02:00;1608
2020-06-09T15:00:00+02:00;1500
2020-06-09T15:30:00+02:00;1582
2020-06-09T16:00:00+02:00;1616
2020-06-09T16:30:00+02:00;1532
2020-06-09T17:00:00+02:00;1534
2020-06-09T17:30:00+02:00;1792
2020-06-09T18:00:00+02:00;2230
2020-06-09T18:30:00+02:00;2716
2020-06-09T19:00:00+02:00;2336
2020-06-09T19:30:00+02:00;2032
2020-06-09T20:00:00+02:00;1498
2020-06-09T20:30:00+02:00;1342
2020-06-09T21:00:00+02:00;1404
2020-06-09T21:30:00+02:00;1258
2020-06-09T22:00:00+02:00;1252
2020-06-09T22:30:00+02:00;1358
2020-06-09T23:00:00+02:00;4858
2020-06-09T23:30:00+02:00;4848
2020-06-10T00:00:00+02:00;4884
2020-06-10T00:30:00+02:00;3340
2020-06-10T01:00:00+02:00;1248
2020-06-10T01:30:00+02:00;1242
2020-06-10T02:00:00+02:00;1314
2020-06-10T02:30:00+02:00;2816
2020-06-10T03:00:00+02:00;1284
2020-06-10T03:30:00+02:00;1268
2020-06-10T04:00:00+02:00;834
2020-06-10T04:30:00+02:00;376
2020-06-10T05:00:00+02:00;1276
2020-06-10T05:30:00+02:00;2424
2020-06-10T06:00:00+02:00;3606
2020-06-10T06:30:00+02:00;1576
2020-06-10T07:00:00+02:00;1206
2020-06-10T07:30:00+02:00;1596
2020-06-10T08:00:00+02:00;844
2020-06-10T08:30:00+02:00;486
2020-06-10T09:00:00+02:00;488
2020-06-10T09:30:00+02:00;506
2020-06-10T10:00:00+02:00;560
2020-06-10T10:30:00+02:00;400
2020-06-10T11:00:00+02:00;524
2020-06-10T11:30:00+02:00;1434
2020-06-10T12:00:00+02:00;1318
2020-06-10T12:30:00+02:00;760
2020-06-10T13:00:00+02:00;2236
2020-06-10T13:30:00+02:00;1736
2020-06-10T14:00:00+02:00;1624
2020-06-10T14:30:00+02:00;1512
2020-06-10T15:00:00+02:00;1512
2020-06-10T15:30:00+02:00;1500
2020-06-10T16:00:00+02:00;1638
2020-06-10T16:30:00+02:00;1598
2020-06-10T17:00:00+02:00;1516
2020-06-10T17:30:00+02:00;1700
2020-06-10T18:00:00+02:00;1926
2020-06-10T18:30:00+02:00;2548
2020-06-10T19:00:00+02:00;2406
2020-06-10T19:30:00+02:00;2462
2020-06-10T20:00:00+02:00;1892
2020-06-10T20:30:00+02:00;1298
2020-06-10T21:00:00+02:00;1380
2020-06-10T21:30:00+02:00;1342
2020-06-10T22:00:00+02:00;1258
2020-06-10T22:30:00+02:00;1246
2020-06-10T23:00:00+02:00;4960
2020-06-10T23:30:00+02:00;4906
2020-06-11T00:00:00+02:00;4900
2020-06-11T00:30:00+02:00;4242
2020-06-11T01:00:00+02:00;1366
2020-06-11T01:30:00+02:00;1288
2020-06-11T02:00:00+02:00;1294
2020-06-11T02:30:00+02:00;1274
2020-06-11T03:00:00+02:00;2302
2020-06-11T03:30:00+02:00;330
2020-06-11T04:00:00+02:00;262
2020-06-11T04:30:00+02:00;264
2020-06-11T05:00:00+02:00;582
2020-06-11T05:30:00+02:00;2378
2020-06-11T06:00:00+02:00;4084
2020-06-11T06:30:00+02:00;2734
2020-06-11T07:00:00+02:00;2516
2020-06-11T07:30:00+02:00;1500
2020-06-11T08:00:00+02:00;814
2020-06-11T08:30:00+02:00;494
2020-06-11T09:00:00+02:00;436
2020-06-11T09:30:00+02:00;372
2020-06-11T10:00:00+02:00;306
2020-06-11T10:30:00+02:00;360
2020-06-11T11:00:00+02:00;438
2020-06-11T11:30:00+02:00;384
2020-06-11T12:00:00+02:00;318
2020-06-11T12:30:00+02:00;856
2020-06-11T13:00:00+02:00;1858
2020-06-11T13:30:00+02:00;3436
2020-06-11T14:00:00+02:00;1734
2020-06-11T14:30:00+02:00;1550
2020-06-11T15:00:00+02:00;1618
2020-06-11T15:30:00+02:00;1616
2020-06-11T16:00:00+02:00;1568
2020-06-11T16:30:00+02:00;1550
2020-06-11T17:00:00+02:00;1560
2020-06-11T17:30:00+02:00;2048
2020-06-11T18:00:00+02:00;2044
2020-06-11T18:30:00+02:00;2182
2020-06-11T19:00:00+02:00;2552
2020-06-11T19:30:00+02:00;2388
2020-06-11T20:00:00+02:00;1966
2020-06-11T20:30:00+02:00;1534
2020-06-11T21:00:00+02:00;1370
2020-06-11T21:30:00+02:00;1368
2020-06-11T22:00:00+02:00;1334
2020-06-11T22:30:00+02:00;1246
2020-06-11T23:00:00+02:00;4806
2020-06-11T23:30:00+02:00;4944
2020-06-12T00:00:00+02:00;4944
2020-06-12T00:30:00+02:00;2446
2020-06-12T01:00:00+02:00;1260
2020-06-12T01:30:00+02:00;1340
2020-06-12T02:00:00+02:00;1328
2020-06-12T02:30:00+02:00;2440
2020-06-12T03:00:00+02:00;1268
2020-06-12T03:30:00+02:00;1384
2020-06-12T04:00:00+02:00;926
2020-06-12T04:30:00+02:00;234
2020-06-12T05:00:00+02:00;1262
2020-06-12T05:30:00+02:00;1162
2020-06-12T06:00:00+02:00;3424
2020-06-12T06:30:00+02:00;1400
2020-06-12T07:00:00+02:00;700
2020-06-12T07:30:00+02:00;622
2020-06-12T08:00:00+02:00;640
2020-06-12T08:30:00+02:00;690
2020-06-12T09:00:00+02:00;652
2020-06-12T09:30:00+02:00;436
2020-06-12T10:00:00+02:00;696
2020-06-12T10:30:00+02:00;496
2020-06-12T11:00:00+02:00;536
2020-06-12T11:30:00+02:00;606
2020-06-12T12:00:00+02:00;806
2020-06-12T12:30:00+02:00;1084
2020-06-12T13:00:00+02:00;1988
2020-06-12T13:30:00+02:00;1906
2020-06-12T14:00:00+02:00;1652
2020-06-12T14:30:00+02:00;1582
2020-06-12T15:00:00+02:00;1516
2020-06-12T15:30:00+02:00;1516
2020-06-12T16:00:00+02:00;1616
2020-06-12T16:30:00+02:00;1558
2020-06-12T17:00:00+02:00;1530
2020-06-12T17:30:00+02:00;1474
2020-06-12T18:00:00+02:00;1556
2020-06-12T18:30:00+02:00;1886
2020-06-12T19:00:00+02:00;1650
2020-06-12T19:30:00+02:00;1578
2020-06-12T20:00:00+02:00;1540
2020-06-12T20:30:00+02:00;1262
2020-06-12T21:00:00+02:00;1294
2020-06-12T21:30:00+02:00;1328
2020-06-12T22:00:00+02:00;1310
2020-06-12T22:30:00+02:00;1254
2020-06-12T23:00:00+02:00;4802
2020-06-12T23:30:00+02:00;4936
2020-06-13T00:00:00+02:00;4824
2020-06-13T00:30:00+02:00;3460
2020-06-13T01:00:00+02:00;1346
2020-06-13T01:30:00+02:00;1274
2020-06-13T02:00:00+02:00;1238
2020-06-13T02:30:00+02:00;3850
2020-06-13T03:00:00+02:00;3452
2020-06-13T03:30:00+02:00;322
2020-06-13T04:00:00+02:00;366
2020-06-13T04:30:00+02:00;238
2020-06-13T05:00:00+02:00;1382
2020-06-13T05:30:00+02:00;2630
2020-06-13T06:00:00+02:00;3352
2020-06-13T06:30:00+02:00;1558
2020-06-13T07:00:00+02:00;1180
2020-06-13T07:30:00+02:00;1136
2020-06-13T08:00:00+02:00;746
2020-06-13T08:30:00+02:00;512
2020-06-13T09:00:00+02:00;302
2020-06-13T09:30:00+02:00;376
2020-06-13T10:00:00+02:00;2622
2020-06-13T10:30:00+02:00;2260
2020-06-13T11:00:00+02:00;1188
2020-06-13T11:30:00+02:00;978
2020-06-13T12:00:00+02:00;1658
2020-06-13T12:30:00+02:00;826
2020-06-13T13:00:00+02:00;1242
2020-06-13T13:30:00+02:00;3196
2020-06-13T14:00:00+02:00;1676
2020-06-13T14:30:00+02:00;1418
2020-06-13T15:00:00+02:00;1462
2020-06-13T15:30:00+02:00;1558
2020-06-13T16:00:00+02:00;1496
2020-06-13T16:30:00+02:00;1522
2020-06-13T17:00:00+02:00;1572
2020-06-13T17:30:00+02:00;1732
2020-06-13T18:00:00+02:00;1514
2020-06-13T18:30:00+02:00;1718
2020-06-13T19:00:00+02:00;1588
2020-06-13T19:30:00+02:00;1546
2020-06-13T20:00:00+02:00;1400
2020-06-13T20:30:00+02:00;1308
2020-06-13T21:00:00+02:00;1398
2020-06-13T21:30:00+02:00;1260
2020-06-13T22:00:00+02:00;1264
2020-06-13T22:30:00+02:00;1338
2020-06-13T23:00:00+02:00;4824
2020-06-13T23:30:00+02:00;4874
2020-06-14T00:00:00+02:00;4926
2020-06-14T00:30:00+02:00;4860
2020-06-14T01:00:00+02:00;2030
2020-06-14T01:30:00+02:00;1360
2020-06-14T02:00:00+02:00;1344
2020-06-14T02:30:00+02:00;2474
2020-06-14T03:00:00+02:00;3868
2020-06-14T03:30:00+02:00;1280
2020-06-14T04:00:00+02:00;294
2020-06-14T04:30:00+02:00;208
2020-06-14T05:00:00+02:00;202
2020-06-14T05:30:00+02:00;1258
2020-06-14T06:00:00+02:00;262
2020-06-14T06:30:00+02:00;1198
2020-06-14T07:00:00+02:00;2238
2020-06-14T07:30:00+02:00;1040
2020-06-14T08:00:00+02:00;2008
2020-06-14T08:30:00+02:00;2324
2020-06-14T09:00:00+02:00;1468
2020-06-14T09:30:00+02:00;904
2020-06-14T10:00:00+02:00;352
2020-06-14T10:30:00+02:00;264
2020-06-14T11:00:00+02:00;276
2020-06-14T11:30:00+02:00;1474
2020-06-14T12:00:00+02:00;1282
2020-06-14T12:30:00+02:00;1432
2020-06-14T13:00:00+02:00;1502
2020-06-14T13:30:00+02:00;2524
2020-06-14T14:00:00+02:00;2584
2020-06-14T14:30:00+02:00;2676
2020-06-14T15:00:00+02:00;1584
2020-06-14T15:30:00+02:00;1460
2020-06-14T16:00:00+02:00;1518
2020-06-14T16:30:00+02:00;1512
2020-06-14T17:00:00+02:00;1458
2020-06-14T17:30:00+02:00;1646
2020-06-14T18:00:00+02:00;1554
2020-06-14T18:30:00+02:00;1804
2020-06-14T19:00:00+02:00;1628
2020-06-14T19:30:00+02:00;1556
2020-06-14T20:00:00+02:00;1532
2020-06-14T20:30:00+02:00;1384
2020-06-14T21:00:00+02:00;1370
2020-06-14T21:30:00+02:00;1290
2020-06-14T22:00:00+02:00;1218
2020-06-14T22:30:00+02:00;1264
2020-06-14T23:00:00+02:00;4914
2020-06-14T23:30:00+02:00;4808
2020-06-15T00:00:00+02:00;4846
2020-06-15T00:30:00+02:00;3664
2020-06-15T01:00:00+02:00;1238
2020-06-15T01:30:00+02:00;1244
2020-06-15T02:00:00+02:00;1372
2020-06-15T02:30:00+02:00;2992
2020-06-15T03:00:00+02:00;940
2020-06-15T03:30:00+02:00;310
2020-06-15T04:00:00+02:00;276
2020-06-15T04:30:00+02:00;206
2020-06-15T05:00:00+02:00;1280
2020-06-15T05:30:00+02:00;2948
2020-06-15T06:00:00+02:00;3748
2020-06-15T06:30:00+02:00;1162
2020-06-15T07:00:00+02:00;336
2020-06-15T07:30:00+02:00;290
2020-06-15T08:00:00+02:00;766
2020-06-15T08:30:00+02:00;508
2020-06-15T09:00:00+02:00;492
2020-06-15T09:30:00+02:00;584
2020-06-15T10:00:00+02:00;506
2020-06-15T10:30:00+02:00;596
2020-06-15T11:00:00+02:00;672
2020-06-15T11:30:00+02:00;1888
2020-06-15T12:00:00+02:00;1468
2020-06-15T12:30:00+02:00;1970
2020-06-15T13:00:00+02:00;1264
2020-06-15T13:30:00+02:00;3436
2020-06-15T14:00:00+02:00;1644
2020-06-15T14:30:00+02:00;1574
2020-06-15T15:00:00+02:00;1472
2020-06-15T15:30:00+02:00;1640
2020-06-15T16:00:00+02:00;1536
2020-06-15T16:30:00+02:00;1536
2020-06-15T17:00:00+02:00;1634
2020-06-15T17:30:00+02:00;1534
2020-06-15T18:00:00+02:00;1652
2020-06-15T18:30:00+02:00;1704
2020-06-15T19:00:00+02:00;1768
2020-06-15T19:30:00+02:00;1620
2020-06-15T20:00:00+02:00;1554
2020-06-15T20:30:00+02:00;1368
2020-06-15T21:00:00+02:00;1368
2020-06-15T21:30:00+02:00;1346
2020-06-15T22:00:00+02:00;1352
2020-06-15T22:30:00+02:00;1304
2020-06-15T23:00:00+02:00;4912
2020-06-15T23:30:00+02:00;4844
2020-06-16T00:00:00+02:00;4786
2020-06-16T00:30:00+02:00;4800
2020-06-16T01:00:00+02:00;1358
2020-06-16T01:30:00+02:00;1238
2020-06-16T02:00:00+02:00;1254
2020-06-16T02:30:00+02:00;2938
2020-06-16T03:00:00+02:00;1168
2020-06-16T03:30:00+02:00;300
2020-06-16T04:00:00+02:00;302
2020-06-16T04:30:00+02:00;210
2020-06-16T05:00:00+02:00;1602
2020-06-16T05:30:00+02:00;1972
2020-06-16T06:00:00+02:00;4936
2020-06-16T06:30:00+02:00;1068
2020-06-16T07:00:00+02:00;396
2020-06-16T07:30:00+02:00;776
2020-06-16T08:00:00+02:00;502
2020-06-16T08:30:00+02:00;460
2020-06-16T09:00:00+02:00;378
2020-06-16T09:30:00+02:00;704
2020-06-16T10:00:00+02:00;698
2020-06-16T10:30:00+02:00;820
2020-06-16T11:00:00+02:00;1396
2020-06-16T11:30:00+02:00;1200
2020-06-16T12:00:00+02:00;1204
2020-06-16T12:30:00+02:00;1450
2020-06-16T13:00:00+02:00;962
2020-06-16T13:30:00+02:00;1750
2020-06-16T14:00:00+02:00;1574
2020-06-16T14:30:00+02:00;1522
2020-06-16T15:00:00+02:00;1578
2020-06-16T15:30:00+02:00;1544
2020-06-16T16:00:00+02:00;1534
2020-06-16T16:30:00+02:00;1586
2020-06-16T17:00:00+02:00;1512
2020-06-16T17:30:00+02:00;1478
2020-06-16T18:00:00+02:00;1658
2020-06-16T18:30:00+02:00;1972
2020-06-16T19:00:00+02:00;1574
2020-06-16T19:30:00+02:00;1578
2020-06-16T20:00:00+02:00;1538
2020-06-16T20:30:00+02:00;1294
2020-06-16T21:00:00+02:00;1300
2020-06-16T21:30:00+02:00;1360
2020-06-16T22:00:00+02:00;1342
2020-06-16T22:30:00+02:00;1262
2020-06-16T23:00:00+02:00;4846
2020-06-16T23:30:00+02:00;4952
2020-06-17T00:00:00+02:00;4930
2020-06-17T00:30:00+02:00;2296
2020-06-17T01:00:00+02:00;1254
2020-06-17T01:30:00+02:00;1356
2020-06-17T02:00:00+02:00;2200
2020-06-17T02:30:00+02:00;1964
2020-06-17T03:00:00+02:00;1356
2020-06-17T03:30:00+02:00;1304
2020-06-17T04:00:00+02:00;992
2020-06-17T04:30:00+02:00;1524
2020-06-17T05:00:00+02:00;324
2020-06-17T05:30:00+02:00;2496
2020-06-17T06:00:00+02:00;2402
2020-06-17T06:30:00+02:00;1072
2020-06-17T07:00:00+02:00;1444
2020-06-17T07:30:00+02:00;1230
2020-06-17T08:00:00+02:00;602
2020-06-17T08:30:00+02:00;382
2020-06-17T09:00:00+02:00;406
2020-06-17T09:30:00+02:00;378
2020-06-17T10:00:00+02:00;400
2020-06-17T10:30:00+02:00;450
2020-06-17T11:00:00+02:00;452
2020-06-17T11:30:00+02:00;540
2020-06-17T12:00:00+02:00;1242
2020-06-17T12:30:00+02:00;596
2020-06-17T13:00:00+02:00;1018
2020-06-17T13:30:00+02:00;1618
2020-06-17T14:00:00+02:00;1526
2020-06-17T14:30:00+02:00;1502
2020-06-17T15:00:00+02:00;1602
2020-06-17T15:30:00+02:00;1470
2020-06-17T16:00:00+02:00;1548
2020-06-17T16:30:00+02:00;1564
2020-06-17T17:00:00+02:00;1488
2020-06-17T17:30:00+02:00;1620
2020-06-17T18:00:00+02:00;1536
2020-06-17T18:30:00+02:00;1462
2020-06-17T19:00:00+02:00;1928
2020-06-17T19:30:00+02:00;1578
2020-06-17T20:00:00+02:00;1544
2020-06-17T20:30:00+02:00;1378
2020-06-17T21:00:00+02:00;1368
2020-06-17T21:30:00+02:00;1310
2020-06-17T22:00:00+02:00;1244
2020-06-17T22:30:00+02:00;1248
2020-06-17T23:00:00+02:00;4914
2020-06-17T23:30:00+02:00;4880
